problem_size,n_instances,mean_abs_diff,mean_rel_diff_pct,median_rel_diff_pct,MCTSOnly_win_rate,UTSPSolver_win_rate
25,30,0.0,0.0,0.0,0.0,0.0
50,30,0.0,0.0,0.0,0.0,0.0
100,30,-2.033333333333333,-0.006111149276238287,0.0,0.13333333333333333,0.06666666666666667
200,30,-29.2,-0.07049472733064197,-0.13749996474627713,0.6,0.36666666666666664
500,30,228.03333333333333,0.32247876975857054,0.31462114150704595,0.43333333333333335,0.5666666666666667
1000,30,331.8333333333333,0.30600549965809076,0.6407846367386696,0.43333333333333335,0.5666666666666667
