solver,problem,problem_size,cost,time_to_solve,solution_status,valid_solution,timed_out_without_tour,timestamp
concorde,zurich_1000_16,1000,101317.0,26.469238572055474,Success: Exact solution found. gap is zero,True,False,20260317_130616
concorde,zurich_1000_17,1000,99355.0,47.528892423026264,Success: Exact solution found. gap is zero,True,False,20260317_130644
concorde,zurich_1000_18,1000,102214.0,14.839999279938638,Success: Exact solution found. gap is zero,True,False,20260317_130732
concorde,zurich_1000_19,1000,98202.0,30.987601110013202,Success: Exact solution found. gap is zero,True,False,20260317_130748
concorde,zurich_1000_2,1000,97736.0,12.148919267114252,Success: Exact solution found. gap is zero,True,False,20260317_130819
concorde,zurich_1000_20,1000,98479.0,51.97538065491244,Success: Exact solution found. gap is zero,True,False,20260317_130832
concorde,zurich_1000_21,1000,101514.0,97.74599260394461,Success: Exact solution found. gap is zero,True,False,20260317_130925
concorde,zurich_1000_22,1000,100964.0,43.303128813859075,Success: Exact solution found. gap is zero,True,False,20260317_131103
concorde,zurich_1000_23,1000,101185.0,187.61687040887773,Success: Exact solution found. gap is zero,True,False,20260317_131147
concorde,zurich_1000_24,1000,100940.0,131.97831872105598,Success: Exact solution found. gap is zero,True,False,20260317_131456
concorde,zurich_1000_25,1000,100681.0,25.411717153154314,Success: Exact solution found. gap is zero,True,False,20260317_131708
concorde,zurich_1000_26,1000,101892.0,127.29586551198736,Success: Exact solution found. gap is zero,True,False,20260317_131734
concorde,zurich_1000_27,1000,96217.0,28.617120841983706,Success: Exact solution found. gap is zero,True,False,20260317_131942
concorde,zurich_1000_28,1000,103166.0,289.0599469509907,Success: Exact solution found. gap is zero,True,False,20260317_132012
concorde,zurich_1000_29,1000,97155.0,12.747762094950303,Success: Exact solution found. gap is zero,True,False,20260317_132502
concorde,zurich_1000_3,1000,97708.0,45.59915719204582,Success: Exact solution found. gap is zero,True,False,20260317_132515
concorde,zurich_1000_4,1000,103400.0,52.745583408046514,Success: Exact solution found. gap is zero,True,False,20260317_132601
concorde,zurich_1000_5,1000,101268.0,41.48357677110471,Success: Exact solution found. gap is zero,True,False,20260317_132655
concorde,zurich_1000_6,1000,100700.0,15.956739771878347,Success: Exact solution found. gap is zero,True,False,20260317_132737
concorde,zurich_1000_7,1000,99234.0,226.26897911401466,Success: Exact solution found. gap is zero,True,False,20260317_132754
concorde,zurich_1000_8,1000,100198.0,20.954545778920874,Success: Exact solution found. gap is zero,True,False,20260317_133141
concorde,zurich_1000_9,1000,97672.0,26.80755576491356,Success: Exact solution found. gap is zero,True,False,20260317_133203
concorde,zurich_2000_0,2000,147138.0,232.04484148998745,Success: Exact solution found. gap is zero,True,False,20260317_133232
concorde,zurich_2000_1,2000,142898.0,166.9483041439671,Success: Exact solution found. gap is zero,True,False,20260317_133627
concorde,zurich_2000_10,2000,140446.0,614.951075397199,Success: Exact solution found. gap is zero,True,False,20260317_133917
concorde,zurich_2000_11,2000,145236.0,303.7996516539715,Success: Solution found with non-zero gap,True,False,20260317_161852
concorde,zurich_2000_12,2000,146592.0,519.705092398217,Success: Exact solution found. gap is zero,True,False,20260317_162425
concorde,zurich_2000_13,2000,143704.0,185.06544509902596,Success: Exact solution found. gap is zero,True,False,20260317_163307
concorde,zurich_2000_14,2000,0.0,1200.005392424995,TIMEOUT,False,True,20260317_163616
concorde,zurich_2000_15,2000,0.0,1200.0064000918064,TIMEOUT,False,True,20260317_213512
concorde,zurich_2000_16,2000,0.0,1200.0479457080364,TIMEOUT,False,True,20260317_231021
concorde,zurich_2000_17,2000,0.0,1200.008239692077,TIMEOUT,False,True,20260318_065945
concorde,zurich_2000_18,2000,139956.0,185.41439609602094,Success: Exact solution found. gap is zero,True,False,20260318_071948
concorde,zurich_2000_19,2000,147944.0,485.71570533001795,Success: Exact solution found. gap is zero,True,False,20260318_072256
concorde,zurich_2000_2,2000,144539.0,128.10610380209982,Success: Exact solution found. gap is zero,True,False,20260318_073105
concorde,zurich_2000_20,2000,148314.0,278.08430015994236,Success: Exact solution found. gap is zero,True,False,20260318_073315
concorde,zurich_2000_21,2000,0.0,1200.0143396968488,TIMEOUT,False,True,20260318_073756
concorde,zurich_2000_22,2000,143601.0,312.84053347609006,Success: Exact solution found. gap is zero,True,False,20260318_075759
